Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
3 Libras,A Perfect Circle,Mer De Noms,2000,219640,3,0.518,0.744,9,-8.248,1,0.0374,0.00383,0.007,0.078,0.211,144.019,58
By And Down The River,A Perfect Circle,Eat The Elephant,2003,304906,3,0.231,0.64,9,-5.454,0,0.0356,0.0012,0.104,0.119,0.0497,97.503,45
Counting Bodies Like Sheep To The Rhythm Of The War Drums,A Perfect Circle,eMOTIVe,2004,336440,4,0.632,0.938,8,-6.999,1,0.339,0.0467,0.0057,0.098,0.227,135.787,49
Imagine,A Perfect Circle,eMOTIVe,2004,288000,4,0.537,0.495,8,-6.188,1,0.0255,0.127,0.00453,0.109,0.155,73.019,46
Judith,A Perfect Circle,Mer De Noms,2000,247266,3,0.366,0.894,11,-4.682,0,0.0568,0.0000345,0.17,0.267,0.304,82.305,65
Pet,A Perfect Circle,Thirteenth Step,2004,274333,4,0.542,0.806,8,-4.973,1,0.0482,0.0021,0.436,0.291,0.333,140.155,58
Rose,A Perfect Circle,Mer De Noms,2003,205973,3,0.499,0.664,11,-8.656,1,0.0446,0.00613,0.304,0.116,0.179,119.831,47
The Noose,A Perfect Circle,Thirteenth Step,2004,293173,4,0.679,0.409,1,-10.41,1,0.0313,0.0695,0.265,0.079,0.31,131.983,55
The Outsider,A Perfect Circle,Thirteenth Step,2004,246000,4,0.328,0.843,6,-6.644,1,0.0887,0.000111,0.801,0.0496,0.422,113.329,62
Weak And Powerless,A Perfect Circle,Thirteenth Step,2003,195133,3,0.483,0.841,1,-7.494,0,0.0523,0.000172,0.861,0.108,0.13,159.747,60
Balls to the Wall,Accept,Balls To The Wall,1983,342600,4,0.544,0.739,9,-7.383,1,0.0517,0.00392,0.000143,0.168,0.328,118.287,57
Dark Side of My Heart,Accept,Blind Rage,1993,276986,4,0.507,0.941,6,-4.349,0,0.0445,0.000412,0.0138,0.287,0.735,151.08,33
Fast as a Shark,Accept,Restless And Wild,1982,228666,4,0.431,0.95,2,-11.399,1,0.117,0.000109,0.248,0.232,0.162,140.044,44
I'm A Rebel,Accept,I'm A Rebel,1980,238259,4,0.554,0.865,4,-8.188,1,0.0543,0.0341,0.00135,0.304,0.535,146.987,28
Metal Heart,Accept,Metal Heart,1985,323666,4,0.32,0.553,7,-14.959,1,0.0524,0.00491,0.404,0.119,0.173,116.156,40
Midnight Mover,Accept,Metal Heart,1985,186493,4,0.394,0.763,1,-12.27,0,0.0485,0.00173,0.000328,0.0996,0.69,146.532,35
Princess of the Dawn,Accept,Restless And Wild,1981,375466,4,0.649,0.584,2,-10.308,1,0.0421,0.038,0.117,0.446,0.478,128.851,44
Restless and Wild,Accept,Restless And Wild,1982,252093,4,0.429,0.855,4,-9.909,0,0.0557,0.00105,0.011,0.0941,0.601,145.272,35
Starlight,Accept,Breaker,1984,230893,4,0.241,0.877,11,-9.384,0,0.078,0.000147,0.213,0.372,0.399,165.491,26
Teutonic Terror,Accept,Blood of the Nations,2010,313586,4,0.324,0.976,9,-3.84,1,0.0679,0.000157,0.000379,0.11,0.593,124.236,53
Ballad of Dwight Fry,Alice Cooper,Love It to Death,1971,393000,4,0.437,0.353,4,-15.153,0,0.0295,0.326,0.00453,0.166,0.354,88.304,41
Billion Dollar Babies - Live in Columbus,Alice Cooper,Paranormal,2017,218000,4,0.402,0.988,1,-4.004,0,0.115,0.000337,0.0328,0.837,0.353,91.654,4
Feed My Frankenstein,Alice Cooper,Hey Stoopid,1991,284000,4,0.531,0.917,0,-8.033,1,0.0554,0.00362,0.000347,0.239,0.393,101.829,50
Halo of Flies,Alice Cooper,Killer,1971,502000,4,0.387,0.572,9,-12.565,1,0.0483,0.394,0.747,0.0851,0.399,121.796,34
I'm Eighteen,Alice Cooper,Love It to Death,1971,180000,4,0.618,0.413,4,-14.164,0,0.0302,0.249,0.0517,0.131,0.531,97.84,55
No More Mr. Nice Guy - Live in Columbus,Alice Cooper,Paranormal,2017,190000,4,0.391,0.979,8,-4.054,1,0.12,0.00239,0,0.776,0.396,130.902,5
Poison,Alice Cooper,Trash,1989,270000,4,0.28,0.908,2,-5.509,0,0.109,0.0327,0.00000885,0.18,0.26,118.698,70
School's Out,Alice Cooper,School's Out,1972,210000,4,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,68
Under My Wheels - Live in Columbus,Alice Cooper,Paranormal,2017,176000,4,0.353,0.991,1,-4.203,0,0.124,0.000447,0.00233,0.804,0.358,143.512,5
Welcome to My Nightmare,Alice Cooper,Welcome to My Nightmare,1975,320000,4,0.438,0.717,11,-13.226,0,0.05,0.305,0.00122,0.07,0.593,112.408,41
Again,Alice In Chains,Alice In Chains,1995,245000,4,0.55,0.868,7,-6.243,1,0.046,0.000707,0.0245,0.121,0.405,123.15,56
Angry Chair (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),1992,287800,4,0.329,0.943,8,-5.742,1,0.0913,0.0406,0,0.0548,0.157,107.422,53
Down In A Hole (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),1992,338226,4,0.356,0.818,6,-5.343,1,0.0335,0.0122,0.000118,0.123,0.389,97.528,66
Heaven Beside You,Alice In Chains,Alice In Chains,1995,327893,4,0.551,0.724,10,-7.09,0,0.032,0.00451,0.000167,0.116,0.559,111.243,61
Man in the Box,Alice In Chains,Facelift,1990,285200,4,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,76
No Excuses,Alice In Chains,Jar Of Flies,1994,255573,4,0.527,0.838,3,-6.013,1,0.0323,0.0206,0.00062,0.07,0.721,117.454,64
Nutshell,Alice In Chains,Jar Of Flies,1994,259200,3,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,72
Rooster (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),1992,374333,3,0.263,0.562,3,-7.858,1,0.0273,0.0289,0.00118,0.12,0.213,146.08,72
Them Bones (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),1992,149466,1,0.16,0.954,9,-5.179,1,0.0685,0.023,0.00000401,0.372,0.336,165.223,70
Would? (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),1992,206773,4,0.297,0.842,6,-7.457,1,0.0488,0.000286,0.0000091,0.0848,0.586,100.127,75
Death in Fire,Amon Amarth,Versus the World (Bonus Edition),2004,294893,4,0.479,0.986,4,-3.92,0,0.18,0.00000125,0.634,0.117,0.164,130.015,41
Deceiver of the Gods,Amon Amarth,Deceiver of the Gods,2013,259173,4,0.262,0.991,1,-5.373,0,0.167,0.0000409,0.204,0.15,0.0827,192.858,47
Guardians Of Asgaard,Amon Amarth,Twilight Of The Thunder God,2008,263160,4,0.529,0.953,9,-4.562,1,0.0594,0.000129,0.000487,0.146,0.279,134.968,56
Oden Owns You All,Amon Amarth,The Great Heathen Army,2013,257693,4,0.412,0.969,6,-6.78,0,0.0589,0.000281,0.0362,0.266,0.465,199.983,41
Runes To My Memory,Amon Amarth,With Oden On Our Side,2008,272693,4,0.485,0.991,4,-3.563,0,0.0855,0.0000322,0.107,0.414,0.0366,125.991,40
The Berserker at Stamford Bridge,Amon Amarth,Berserker,2011,315350,4,0.417,0.953,0,-5.463,0,0.0588,0.00608,0.0128,0.192,0.193,75.995,33
The Pursuit Of Vikings,Amon Amarth,Fate of Norns,2004,270253,4,0.506,0.967,6,-2.973,1,0.0451,0.0000659,0.41,0.167,0.488,129.704,56
The Way of Vikings,Amon Amarth,Jomsviking,2016,311320,4,0.495,0.948,7,-4.763,1,0.0653,0.0000268,0.299,0.123,0.169,140.004,42
Twilight Of The Thunder God,Amon Amarth,Twilight Of The Thunder God,2008,248746,4,0.374,0.92,6,-4.653,1,0.0501,0.0000162,0.026,0.0802,0.278,191.014,60
War of the Gods,Amon Amarth,Surtur Rising,2011,273253,4,0.434,0.994,11,-5.108,0,0.0836,0.0000344,0.0293,0.254,0.15,95.171,51
Among The Living,Anthrax,Among The Living,1987,316866,4,0.307,0.987,4,-10.409,1,0.113,0.00024,0.000192,0.139,0.0395,155.737,42
Antisocial,Anthrax,State Of Euphoria,1988,264666,4,0.44,0.842,7,-13.408,1,0.037,0.000126,0.0000168,0.0929,0.332,104.115,46
Belly Of The Beast,Anthrax,Persistence Of Time (30th Anniversary Remaster),1987,287666,1,0.345,0.976,2,-5.437,1,0.181,0.00048,0.0658,0.074,0.0627,110.37,36
Bring The Noise,Anthrax,Attack Of The Killer B's,1991,211786,4,0.601,0.831,2,-8.582,1,0.17,0.00086,0,0.102,0.296,120.962,53
Caught In A Mosh,Anthrax,Among The Living (Deluxe Edition),1987,300093,4,0.339,0.991,2,-5.028,1,0.145,0.000249,0.00327,0.261,0.185,106.767,49
Got The Time,Anthrax,Persistence Of Time (30th Anniversary Remaster),1990,164333,4,0.371,0.973,10,-5.303,0,0.135,0.000641,0.00163,0.0423,0.444,127.721,58
I Am The Law,Anthrax,Among The Living (Deluxe Edition),1987,353973,4,0.329,0.989,11,-4.603,0,0.0941,0.00141,0.00471,0.0353,0.253,152.456,42
Indians,Anthrax,Among The Living,1987,341333,4,0.379,0.941,11,-10.443,0,0.038,0.000869,0.000637,0.0393,0.527,105.155,50
Madhouse,Anthrax,Spreading The Disease,1985,259760,4,0.329,0.885,9,-10.661,1,0.0904,0.0242,0.00433,0.735,0.481,163.538,57
Only,Anthrax,Sound of White Noise - Expanded Edition,1993,296306,4,0.474,0.978,11,-5.454,1,0.164,0.00309,0,0.421,0.0722,111.217,47
Bittersweet,Apocalyptica,Apocalyptica,2005,266680,4,0.273,0.429,7,-8.693,0,0.03,0.0209,0.000726,0.142,0.0856,111.126,47
Hall of the Mountain King,Apocalyptica,Cult,1987,209280,4,0.176,0.54,7,-8.37,1,0.0495,0.000911,0.861,0.058,0.294,190.066,37
I Don't Care - US Version,Apocalyptica,I Don't Care,2005,221493,4,0.33,0.734,2,-4.972,0,0.0416,0.000953,0,0.0874,0.256,178.986,59
Nothing Else Matters,Apocalyptica,Inquisition Symphony,1991,285533,3,0.346,0.198,2,-12.208,0,0.0334,0.566,0.893,0.0958,0.163,138.103,56
Path,Apocalyptica,Cult,2007,186000,4,0.408,0.564,8,-8.101,1,0.0323,0.000294,0.873,0.0744,0.328,105.083,45
Prologue (Apprehension),Apocalyptica,Reflections Revised,2007,191720,4,0.291,0.902,7,-6.417,1,0.0478,0.0000297,0.743,0.359,0.5,99.152,22
As the Pages Burn,Arch Enemy,War Eternal,2014,241160,4,0.36,0.978,7,-4.342,1,0.121,0.00000981,0.177,0.142,0.304,103.884,41
Dead Eyes See No Future,Arch Enemy,Anthems of Rebellion,2005,254946,4,0.253,0.97,10,-4.886,0,0.119,0.00025,0.0146,0.232,0.297,146.324,37
My Apocalypse,Arch Enemy,Doomsday Machine,2007,325586,4,0.329,0.899,10,-4.921,0,0.0524,0.0000363,0.281,0.105,0.26,117.332,44
Nemesis,Arch Enemy,Doomsday Machine,2014,252280,4,0.246,0.954,8,-3.811,1,0.0975,0.0000579,0.291,0.126,0.164,97.553,55
Ravenous,Arch Enemy,Wages of Sin,2003,245333,4,0.209,0.994,1,-3.868,1,0.109,0.000045,0.276,0.38,0.181,178.199,39
Revolution Begins,Arch Enemy,Rise of the Tyrant,2008,251586,4,0.306,0.83,1,-3.1,1,0.0616,0.0000211,0.0108,0.092,0.237,123.772,34
The Day You Died,Arch Enemy,Rise of the Tyrant,2014,292866,4,0.135,0.926,5,-3.184,0,0.0776,0.0000289,0.264,0.09,0.247,156.473,31
The World Is Yours,Arch Enemy,Will To Power,2011,293466,4,0.267,0.988,0,-4.146,1,0.152,0.0000604,0.485,0.186,0.0992,184.849,50
War Eternal,Arch Enemy,War Eternal,2014,256053,4,0.445,0.98,5,-4.369,0,0.0731,0.0000245,0.163,0.129,0.285,155.045,57
We Will Rise,Arch Enemy,Anthems of Rebellion,2004,246706,4,0.466,0.98,6,-5.068,1,0.145,0.0000115,0.0145,0.335,0.21,113.974,44
A Little Piece of Heaven,Avenged Sevenfold,Avenged Sevenfold,2007,480706,4,0.486,0.881,2,-5.623,0,0.0474,0.0244,0,0.429,0.667,144.997,75
Afterlife,Avenged Sevenfold,Avenged Sevenfold,2007,352426,4,0.487,0.949,2,-4.217,0,0.0798,0.000429,0.0000291,0.231,0.406,110.02,73
Almost Easy,Avenged Sevenfold,Avenged Sevenfold,2007,234093,4,0.378,0.959,6,-4.615,1,0.062,0.0000356,0.000138,0.102,0.338,174.932,66
Bat Country,Avenged Sevenfold,City of Evil,2005,311813,4,0.541,0.968,0,-4.129,1,0.0396,0.000248,0.00000828,0.423,0.505,125.04,70
Dear God,Avenged Sevenfold,Avenged Sevenfold,2009,393480,4,0.472,0.772,5,-5.928,1,0.0316,0.00658,0.0000565,0.132,0.6,139.993,72
Hail to the King,Avenged Sevenfold,Hail to the King,2013,305906,4,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,77
Nightmare,Avenged Sevenfold,Nightmare,2010,374453,4,0.554,0.949,2,-4.928,1,0.0787,0.000318,0.0000998,0.2,0.233,129.984,70
Scream,Avenged Sevenfold,Avenged Sevenfold,2007,288520,4,0.549,0.941,6,-4.802,0,0.0521,0.0000374,0.00000145,0.214,0.581,130.009,61
Seize the Day,Avenged Sevenfold,City of Evil,2005,334066,4,0.393,0.802,5,-4.499,1,0.0367,0.0168,0,0.193,0.338,140.101,69
Unholy Confessions,Avenged Sevenfold,Waking The Fallen,2003,283826,4,0.447,0.876,2,-5.446,0,0.066,0.000359,0.00103,0.255,0.532,92.535,67
Bartzabel,Behemoth,I Loved You at Your Darkest,2014,301320,4,0.467,0.914,6,-5.707,1,0.0782,0.0238,0.104,0.0776,0.18,109.003,37
Blow Your Trumpets Gabriel,Behemoth,The Satanist,2014,265440,4,0.173,0.938,6,-4.642,1,0.0807,0.000216,0.00244,0.271,0.176,118.064,40
Chant for Ezkaton 2000 E. V.,Behemoth,The Apostasy,2000,310226,4,0.505,0.989,3,-6.861,1,0.0859,0.0000745,0.345,0.698,0.0536,90.038,39
Conquer All,Behemoth,Demigod,2005,211266,4,0.235,0.927,6,-5.824,1,0.084,0.000173,0.893,0.0748,0.253,90.497,47
Demigod,Behemoth,Demigod,2004,213293,4,0.271,0.981,1,-6.071,1,0.455,0.000087,0.768,0.0613,0.0697,128.077,38
Ov Fire And The Void,Behemoth,Evangelion,2009,267320,4,0.465,0.978,1,-4.34,1,0.084,0.0000298,0.646,0.0268,0.13,129.994,43
Satan's Sword (I Have Become) (Live),Behemoth,In Absentia Dei (Live),2014,368506,4,0.213,0.981,1,-6.733,1,0.167,0.0000716,0.0531,0.107,0.0373,97.514,5
Slaves Shall Serve,Behemoth,Demigod,2005,187013,4,0.252,0.986,6,-5.488,1,0.287,0.000149,0.326,0.192,0.143,139.916,41
The Satanist,Behemoth,The Satanist,2014,333826,4,0.391,0.934,6,-4.105,0,0.0569,0.000124,0.000086,0.105,0.365,112.073,32
Bored to Tears,Black Label Society,Sonic Brew (20th Anniversary Blend 5.99 - 5.19),2003,268973,4,0.362,0.937,1,-7.443,0,0.161,0.00117,0.0005,0.332,0.333,165.189,31
Concrete Jungle,Black Label Society,Shot To Hell,2003,204266,4,0.451,0.987,9,-4.105,1,0.106,0.00000954,0.102,0.0568,0.368,137.731,42
Crazy Horse,Black Label Society,Order Of The Black (Amazon bonus track edition),2003,243664,4,0.498,0.989,2,-3.62,1,0.138,0.0116,0.0024,0.276,0.0583,94.542,35
Fire It Up,Black Label Society,Mafia,2003,299986,4,0.443,0.785,10,-6.031,1,0.0313,0.0000869,0.0102,0.428,0.344,92.415,54
In This River,Black Label Society,Mafia,2005,235426,4,0.45,0.357,7,-8.857,1,0.0276,0.0929,0.0000162,0.108,0.292,83.268,51
Lost Heaven,Black Label Society,1919 Eternal,2008,263746,4,0.67,0.836,1,-5.45,0,0.027,0.00591,0.000501,0.0826,0.554,127.784,30
No More Tears,Black Label Society,Sonic Brew,1992,416386,4,0.306,0.843,1,-4.543,0,0.074,0.00194,0.0393,0.102,0.17,99.598,36
Stillborn,Black Label Society,The Blessed Hellride,2003,196040,4,0.585,0.881,5,-4.719,0,0.0366,0.0000227,0.000939,0.376,0.425,107.03,65
Suicide Messiah,Black Label Society,Mafia,2006,347866,4,0.359,0.83,5,-5.723,1,0.0725,0.000217,0.0000378,0.0601,0.206,76.727,55
Black Sabbath,Black Sabbath,Black Sabbath,1970,378000,4,0.317,0.431,2,-14.338,1,0.0415,0.0467,0.0457,0.239,0.133,132.652,48
Children of the Grave,Black Sabbath,Master of Reality,1971,317000,4,0.318,0.65,6,-13.928,1,0.0375,0.0802,0.132,0.0962,0.368,149.994,55
Heaven and Hell,Black Sabbath,Heaven and Hell,1980,419000,4,0.329,0.673,3,-8.465,0,0.0296,0.0239,0.109,0.138,0.323,91.122,55
Heaven and Hell - 2008 Remaster,Black Sabbath,Heaven and Hell (2008 Remaster),1980,419933,4,0.329,0.673,3,-8.465,0,0.0296,0.0239,0.109,0.138,0.323,91.122,57
Iron Man,Black Sabbath,Paranoid,1970,355000,4,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,65
Iron Man - 2012 - Remaster,Black Sabbath,Paranoid (Remaster),1980,355303,4,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,66
Jack the Stripper / Fairies Wear Boots,Black Sabbath,Paranoid,1970,372000,4,0.424,0.662,3,-10.827,1,0.0434,0.00152,0.0241,0.176,0.627,137.347,49
Paranoid,Black Sabbath,Paranoid,1970,168000,4,0.412,0.658,4,-12.051,0,0.0708,0.0000452,0.000774,0.176,0.454,163.071,72
Paranoid - 2012 - Remaster,Black Sabbath,Paranoid (Remaster),1970,168405,4,0.412,0.658,4,-12.051,0,0.0708,0.0000452,0.000774,0.176,0.454,163.071,75
Sabbath Bloody Sabbath,Black Sabbath,Sabbath Bloody Sabbath,1973,346000,4,0.359,0.625,1,-9.643,0,0.0351,0.369,0.000077,0.0674,0.524,137.764,53
Sweet Leaf,Black Sabbath,Master of Reality,1971,304000,4,0.362,0.6,2,-12.285,1,0.0463,0.00183,0.0426,0.0814,0.658,148.462,54
War Pigs / Luke's Wall,Black Sabbath,Paranoid,1970,474000,4,0.332,0.623,9,-12.363,1,0.08,0.222,0.000895,0.278,0.413,183.097,64
Wasp / Behind the Wall of Sleep / Bassically / N.I.B.,Black Sabbath,Black Sabbath,1970,583000,4,0.378,0.467,11,-11.781,0,0.0515,0.025,0.0000361,0.316,0.503,101.73,41
Imaginations from the Other Side - Remastered 2007,Blind Guardian,Imaginations from the Other Side (Remastered 2007),1995,437506,4,0.483,0.979,5,-4.278,0,0.115,0.00249,0.651,0.259,0.174,134.032,36
Lost in the Twilight Hall - Remastered 2007,Blind Guardian,Tales from the Twilight World (Remastered 2007),1990,359186,4,0.368,0.962,11,-6.102,1,0.112,0.0000114,0.518,0.262,0.206,90.149,33
Majesty - Remastered 2017,Blind Guardian,Battalions of Fear (Remastered 2017),1986,450946,4,0.326,0.918,11,-6.3,0,0.0902,0.00000357,0.056,0.0583,0.354,79.287,31
Mirror Mirror - Remastered 2007,Blind Guardian,Nightfall in Middle Earth (Remastered 2007),1986,306013,4,0.314,0.964,0,-4.276,1,0.0939,0.00135,0.000247,0.289,0.238,177.931,49
Nightfall - Remastered 2007,Blind Guardian,Nightfall in Middle Earth (Remastered 2007),1998,334693,3,0.464,0.763,10,-5.67,0,0.0289,0.00316,0.00196,0.113,0.268,95.928,47
The Bard's Song - In the Forest - Remastered 2007,Blind Guardian,Somewhere Far Beyond (Remastered 2007),1990,189893,3,0.396,0.415,8,-7.56,0,0.0283,0.846,0.0000438,0.141,0.38,81.778,56
Twilight of the Gods,Blind Guardian,Beyond the Red Mirror,1998,289399,4,0.422,0.945,8,-6.412,1,0.0563,0.000259,0.0298,0.047,0.399,188.034,43
Valhalla,Blind Guardian,Memories of a Time to Come,1988,313213,4,0.378,0.968,1,-7.811,1,0.176,0.00016,0.0666,0.16,0.201,169.835,49
(Don't Fear) The Reaper,Blue Oyster Cult,Agents Of Fortune,1976,308000,4,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,74
Burnin' for You,Blue Oyster Cult,Fire of Unknown Origin,1981,271000,4,0.532,0.728,9,-9.079,0,0.0352,0.106,0.0108,0.0849,0.69,134.303,66
Cities On Flame with Rock and Roll,Blue Oyster Cult,Blue Oyster Cult,1972,242000,4,0.337,0.886,4,-8.607,1,0.098,0.0716,0.00156,0.204,0.648,177.713,51
E.T.I. (Extraterrestrial Intelligence) - Remastered,Blue Oyster Cult,Cult Classic (Remastered),1994,314000,4,0.468,0.704,9,-10.188,1,0.0323,0.00291,0.0208,0.213,0.83,96.498,11
Godzilla - Remastered,Blue Oyster Cult,Cult Classic (Remastered),1994,221000,4,0.292,0.695,11,-8.627,1,0.0357,0.0365,0.0000511,0.145,0.868,183.073,19
I Love the Night,Blue Oyster Cult,Spectres,1977,263000,4,0.487,0.488,0,-11.418,1,0.0262,0.00109,0.000671,0.541,0.183,134.62,40
Sinful Love,Blue Oyster Cult,Agents Of Fortune,1976,208000,4,0.596,0.866,9,-6.7,0,0.0587,0.162,0.00000185,0.17,0.89,124.443,35
Tattoo Vampire,Blue Oyster Cult,Agents Of Fortune,1976,160000,4,0.302,0.936,7,-6.823,0,0.0878,0.027,0.267,0.529,0.677,166.525,32
The Red & the Black,Blue Oyster Cult,Tyranny And Mutation,1973,263000,4,0.402,0.912,7,-7.094,1,0.0651,0.00367,0.274,0.802,0.687,143.231,28
Veteran of the Psychic Wars,Blue Oyster Cult,Fire of Unknown Origin,1981,289000,4,0.453,0.776,0,-9.937,1,0.0432,0.162,0.0000381,0.349,0.568,85.992,44
Accident of Birth - 2001 Remaster,Bruce Dickinson,Accident of Birth (Expanded Edition),1997,263466,4,0.382,0.968,9,-4.782,0,0.0801,0.005,0.0000335,0.455,0.595,177.349,37
Chemical Wedding - 2001 Remaster,Bruce Dickinson,The Chemical Wedding,1998,246106,4,0.26,0.815,4,-4.551,0,0.0367,0.00252,0.00000981,0.149,0.294,72.562,40
Darkside of Aquarius - 2001 Remaster,Bruce Dickinson,Accident of Birth (Expanded Edition),1990,402466,4,0.563,0.916,2,-6.154,0,0.0491,0.00424,0.00027,0.205,0.301,124.883,38
Dive! Dive! Dive!,Bruce Dickinson,Tattooed Millionaire,1990,279000,4,0.633,0.839,4,-6.149,1,0.0759,0.00636,0.0000115,0.385,0.749,112.62,9
Tattooed Millionaire,Bruce Dickinson,Tattooed Millionaire,1990,266306,4,0.501,0.944,4,-6.368,1,0.0601,0.00562,0,0.366,0.652,130.31,26
Tears of the Dragon - 2001 Remaster,Bruce Dickinson,Balls to Picasso (2001 Remaster),1994,384013,4,0.496,0.62,4,-7.458,0,0.0265,0.00386,0.00000147,0.114,0.279,140.06,56
The Tower - 2001 Remaster,Bruce Dickinson,The Chemical Wedding,1990,285013,4,0.551,0.884,2,-6.239,1,0.0379,0.000247,0.000524,0.113,0.706,102.18,38
4 Words (To Choke Upon),Bullet For My Valentine,The Poison,2006,223760,4,0.387,0.95,8,-2.875,1,0.0807,0.0000905,0.000078,0.126,0.333,92.479,47
Alone,Bullet For My Valentine,Fever,2008,356280,4,0.321,0.97,7,-3.509,1,0.0644,0.000022,0.0047,0.118,0.08,119.005,48
Hand Of Blood,Bullet For My Valentine,Hand Of Blood,2005,217453,4,0.375,0.985,8,-2.754,1,0.0936,0.000246,0,0.07,0.455,94.468,52
Hearts Burst into Fire,Bullet For My Valentine,Scream Aim Fire,2008,297946,4,0.24,0.968,0,-3.669,0,0.109,0.000996,0.000106,0.119,0.119,89.686,51
Scream Aim Fire,Bullet For My Valentine,Scream Aim Fire,2008,266440,4,0.359,0.994,2,-4.232,1,0.084,0.000116,0.00000589,0.0816,0.16,100.146,47
Tears Don't Fall,Bullet For My Valentine,The Poison,2005,348386,4,0.213,0.927,7,-3.378,0,0.14,0.000729,0.00000485,0.081,0.28,162.109,62
The Last Fight,Bullet For My Valentine,Fever,2018,259306,4,0.299,0.971,7,-3.118,1,0.142,0.000456,0,0.283,0.336,184.549,52
Waking the Demon,Bullet For My Valentine,Scream Aim Fire,2008,247693,4,0.306,0.995,2,-3.203,1,0.1,0.0000298,0.00859,0.254,0.135,127.908,52
Your Betrayal,Bullet For My Valentine,Fever,2010,291426,4,0.569,0.883,2,-4.41,0,0.0748,0.0000807,0.0000774,0.0883,0.373,134.001,66
A Skull Full of Maggots,Cannibal Corpse,Eaten Back To Life,1990,126333,4,0.25,0.982,1,-7.911,0,0.145,0.0000581,0.000151,0.171,0.166,136.707,36
Butchered at Birth,Cannibal Corpse,Butchered At Birth,1989,163400,4,0.339,0.98,10,-7.994,0,0.0934,0.000251,0.936,0.0803,0.439,146.651,30
Devoured by Vermin,Cannibal Corpse,Vile,2006,193160,3,0.164,0.984,7,-8.975,1,0.22,0.000179,0.826,0.131,0.056,177.747,32
Evisceration Plague,Cannibal Corpse,Evisceration Plague,2009,270920,4,0.291,0.98,1,-5.138,1,0.153,0.00127,0.091,0.102,0.257,79.792,49
Hammer Smashed Face,Cannibal Corpse,Tomb Of The Mutilated,1992,242760,4,0.357,0.98,6,-6.835,1,0.079,0.0000522,0.843,0.0768,0.368,96.969,55
I Cum Blood,Cannibal Corpse,Tomb Of The Mutilated,1992,221960,4,0.338,0.988,8,-7.29,0,0.0865,0.0000835,0.833,0.0377,0.449,99.046,51
Make Them Suffer,Cannibal Corpse,Kill,2004,170520,4,0.297,0.973,1,-4.505,1,0.151,0.00146,0.918,0.139,0.234,102.757,43
Scourge of Iron,Cannibal Corpse,Torture,2012,284400,4,0.446,0.977,10,-5.036,0,0.0781,0.000535,0.472,0.105,0.339,172.059,53
"Stripped, Raped, And Strangled",Cannibal Corpse,The Bleeding,1990,206120,4,0.256,0.952,7,-8.631,0,0.103,0.0000219,0.587,0.135,0.0724,144.481,45
The Bleeding,Cannibal Corpse,The Bleeding,1994,259680,4,0.216,0.987,1,-7.37,0,0.0971,0.00000394,0.908,0.052,0.199,93.803,33
A Dying God Coming into Human Flesh,Celtic Frost,Monotheist,1987,339186,3,0.153,0.329,3,-5.575,0,0.0362,0.0125,0.918,0.0604,0.0793,102.001,39
Cherry Orchards,Celtic Frost,Parched With Thirst Am I and Dying,1985,242066,4,0.506,0.901,11,-10.33,0,0.0504,0.0015,0.000353,0.634,0.427,143.034,17
Circle of the Tyrants,Celtic Frost,To Mega Therion,1987,276933,4,0.247,0.97,4,-7.921,1,0.0937,0.0000138,0.842,0.21,0.0877,131.315,31
Dethroned Emperor,Celtic Frost,Morbid Tales,1985,277760,4,0.257,0.913,4,-7.393,1,0.0554,0.00000449,0.865,0.0845,0.188,136.501,32
Into the Crypts of Rays,Celtic Frost,Morbid Tales,1984,219306,4,0.154,0.968,11,-6.938,0,0.0861,0.00000173,0.772,0.626,0.252,168.839,37
Morbid Tales,Celtic Frost,Morbid Tales,1984,209133,4,0.209,0.952,11,-6.893,0,0.0483,0.00000108,0.862,0.153,0.433,141.913,31
Procreation (Of the Wicked),Celtic Frost,Morbid Tales,1985,244733,4,0.266,0.734,11,-7.098,0,0.0291,0.00000233,0.726,0.108,0.319,185.332,32
The Usurper,Celtic Frost,To Mega Therion,1985,204933,4,0.15,0.931,6,-7.657,0,0.0751,0.00000236,0.31,0.431,0.302,164.255,34
Visual Aggression,Celtic Frost,Emperor’s Return EP,1999,250986,4,0.213,0.978,4,-5.99,0,0.115,0.0000717,0.91,0.25,0.118,110.664,17
